id,name,url,stars,forks,primary_language,repo_created,first_agent_adopted_at,agent_adopt_month,agent_adopt_week,num_agent_prs,num_prs,num_human_prs,num_bot_prs,agent_prs_per_month,human_prs_per_month,bot_prs_per_month,total_prs_per_month
843988367,Metta-AI/metta,https://github.com/Metta-AI/metta,72.0,32.0,Python,2024-08-18T03:16:25Z,2025-05-19 18:03:56+00:00,2025-05,2025-W20,120,4076,3883.0,73.0,"{'2025-05': 39, '2025-06': 29, '2025-07': 24, '2025-08': 12, '2025-09': 4, '2025-10': 6, '2025-11': 6}","{'2024-10': 2, '2024-11': 3, '2024-12': 13, '2025-01': 39, '2025-02': 18, '2025-03': 25, '2025-04': 160, '2025-05': 385, '2025-06': 461, '2025-07': 596, '2025-08': 525, '2025-09': 583, '2025-10': 506, '2025-11': 567}","{'2025-05': 63, '2025-06': 10}","{'2024-10': 2, '2024-11': 3, '2024-12': 13, '2025-01': 39, '2025-02': 18, '2025-03': 25, '2025-04': 160, '2025-05': 487, '2025-06': 500, '2025-07': 620, '2025-08': 537, '2025-09': 587, '2025-10': 512, '2025-11': 573}"
995029641,ruvnet/claude-flow,https://github.com/ruvnet/claude-flow,4630.0,617.0,TypeScript,2025-06-02T21:24:20Z,2025-06-17 22:45:57+00:00,2025-06,2025-W24,41,265,187.0,37.0,"{'2025-06': 1, '2025-07': 15, '2025-08': 3, '2025-09': 3, '2025-10': 6, '2025-11': 13}","{'2025-06': 28, '2025-07': 96, '2025-08': 30, '2025-09': 15, '2025-10': 13, '2025-11': 5}","{'2025-06': 22, '2025-07': 8, '2025-08': 2, '2025-09': 2, '2025-10': 3}","{'2025-06': 51, '2025-07': 119, '2025-08': 35, '2025-09': 20, '2025-10': 22, '2025-11': 18}"
999285986,sugyan/claude-code-webui,https://github.com/sugyan/claude-code-webui,367.0,90.0,TypeScript,2025-06-10T03:06:25Z,2025-06-13 04:05:15+00:00,2025-06,2025-W23,13,260,191.0,56.0,"{'2025-06': 5, '2025-07': 5, '2025-08': 2, '2025-09': 1}","{'2025-06': 68, '2025-07': 72, '2025-08': 25, '2025-09': 26}","{'2025-09': 39, '2025-10': 16, '2025-11': 1}","{'2025-06': 73, '2025-07': 77, '2025-08': 27, '2025-09': 66, '2025-10': 16, '2025-11': 1}"
3729629,dotCMS/core,https://github.com/dotCMS/core,912.0,477.0,Java,2012-03-15T15:24:14Z,2025-05-21 04:10:05+00:00,2025-05,2025-W20,27,2908,2807.0,74.0,"{'2025-05': 2, '2025-06': 2, '2025-07': 13, '2025-09': 3, '2025-10': 5, '2025-11': 2}","{'2024-01': 131, '2024-02': 120, '2024-03': 146, '2024-04': 144, '2024-05': 138, '2024-06': 156, '2024-07': 177, '2024-08': 190, '2024-09': 145, '2024-10': 147, '2024-11': 124, '2024-12': 94, '2025-01': 100, '2025-02': 81, '2025-03': 76, '2025-04': 97, '2025-05': 97, '2025-06': 100, '2025-07': 139, '2025-08': 107, '2025-09': 120, '2025-10': 93, '2025-11': 85}","{'2024-01': 3, '2024-02': 3, '2024-03': 4, '2024-04': 4, '2024-05': 3, '2024-06': 3, '2024-07': 1, '2024-08': 4, '2024-09': 12, '2024-10': 11, '2024-11': 5, '2024-12': 5, '2025-01': 5, '2025-02': 7, '2025-03': 3, '2025-08': 1}","{'2024-01': 134, '2024-02': 123, '2024-03': 150, '2024-04': 148, '2024-05': 141, '2024-06': 159, '2024-07': 178, '2024-08': 194, '2024-09': 157, '2024-10': 158, '2024-11': 129, '2024-12': 99, '2025-01': 105, '2025-02': 88, '2025-03': 79, '2025-04': 97, '2025-05': 99, '2025-06': 102, '2025-07': 152, '2025-08': 108, '2025-09': 123, '2025-10': 98, '2025-11': 87}"
136202695,mlflow/mlflow,https://github.com/mlflow/mlflow,21402.0,4716.0,Python,2018-06-05T16:05:58Z,2025-05-21 12:41:48+00:00,2025-05,2025-W20,507,6644,5960.0,177.0,"{'2025-05': 29, '2025-06': 41, '2025-07': 24, '2025-08': 53, '2025-09': 161, '2025-10': 117, '2025-11': 82}","{'2024-01': 145, '2024-02': 242, '2024-03': 201, '2024-04': 232, '2024-05': 284, '2024-06': 254, '2024-07': 230, '2024-08': 131, '2024-09': 191, '2024-10': 275, '2024-11': 255, '2024-12': 212, '2025-01': 175, '2025-02': 300, '2025-03': 293, '2025-04': 294, '2025-05': 323, '2025-06': 337, '2025-07': 341, '2025-08': 329, '2025-09': 291, '2025-10': 339, '2025-11': 286}","{'2025-02': 25, '2025-03': 15, '2025-04': 24, '2025-06': 17, '2025-07': 16, '2025-08': 17, '2025-09': 18, '2025-10': 22, '2025-11': 23}","{'2024-01': 145, '2024-02': 242, '2024-03': 201, '2024-04': 232, '2024-05': 284, '2024-06': 254, '2024-07': 230, '2024-08': 131, '2024-09': 191, '2024-10': 275, '2024-11': 255, '2024-12': 212, '2025-01': 175, '2025-02': 325, '2025-03': 308, '2025-04': 318, '2025-05': 352, '2025-06': 395, '2025-07': 381, '2025-08': 399, '2025-09': 470, '2025-10': 478, '2025-11': 391}"
772371208,Jij-Inc/ommx,https://github.com/Jij-Inc/ommx,40.0,1.0,Rust,2024-03-15T03:59:27Z,2025-02-26 09:26:45+00:00,2025-02,2025-W08,37,631,393.0,201.0,"{'2025-02': 3, '2025-03': 3, '2025-04': 3, '2025-05': 1, '2025-06': 7, '2025-07': 5, '2025-08': 1, '2025-09': 2, '2025-10': 7, '2025-11': 5}","{'2024-03': 5, '2024-04': 15, '2024-05': 18, '2024-06': 25, '2024-07': 7, '2024-08': 1, '2024-09': 1, '2024-10': 15, '2024-11': 31, '2024-12': 56, '2025-01': 12, '2025-02': 42, '2025-03': 23, '2025-04': 23, '2025-05': 29, '2025-06': 34, '2025-07': 34, '2025-08': 6, '2025-09': 3, '2025-10': 5, '2025-11': 8}","{'2024-05': 3, '2024-06': 9, '2024-07': 7, '2024-08': 4, '2024-09': 6, '2024-10': 6, '2024-11': 6, '2024-12': 24, '2025-01': 7, '2025-02': 12, '2025-03': 17, '2025-04': 12, '2025-05': 7, '2025-06': 10, '2025-07': 26, '2025-08': 14, '2025-09': 8, '2025-10': 11, '2025-11': 12}","{'2024-03': 5, '2024-04': 15, '2024-05': 21, '2024-06': 34, '2024-07': 14, '2024-08': 5, '2024-09': 7, '2024-10': 21, '2024-11': 37, '2024-12': 80, '2025-01': 19, '2025-02': 57, '2025-03': 43, '2025-04': 38, '2025-05': 37, '2025-06': 51, '2025-07': 65, '2025-08': 21, '2025-09': 13, '2025-10': 23, '2025-11': 25}"
826170402,elizaOS/eliza,https://github.com/elizaOS/eliza,16507.0,5289.0,TypeScript,2024-07-09T07:55:40Z,2024-07-25 09:44:54+00:00,2024-07,2024-W30,73,4573,4269.0,231.0,"{'2024-07': 1, '2025-01': 12, '2025-05': 25, '2025-06': 8, '2025-07': 26, '2025-10': 1}","{'2024-07': 4, '2024-09': 2, '2024-10': 26, '2024-11': 385, '2024-12': 615, '2025-01': 1020, '2025-02': 439, '2025-03': 256, '2025-04': 238, '2025-05': 375, '2025-06': 391, '2025-07': 242, '2025-08': 95, '2025-09': 96, '2025-10': 60, '2025-11': 25}","{'2024-10': 60, '2024-11': 39, '2024-12': 26, '2025-01': 6, '2025-02': 9, '2025-03': 65, '2025-04': 3, '2025-05': 16, '2025-06': 2, '2025-07': 2, '2025-08': 1, '2025-09': 1, '2025-11': 1}","{'2024-07': 5, '2024-09': 2, '2024-10': 86, '2024-11': 424, '2024-12': 641, '2025-01': 1038, '2025-02': 448, '2025-03': 321, '2025-04': 241, '2025-05': 416, '2025-06': 401, '2025-07': 270, '2025-08': 96, '2025-09': 97, '2025-10': 61, '2025-11': 26}"
839216423,liam-hq/liam,https://github.com/liam-hq/liam,4194.0,165.0,TypeScript,2024-08-07T07:11:45Z,2025-02-06 03:51:42+00:00,2025-02,2025-W05,745,3767,2227.0,795.0,"{'2025-02': 23, '2025-03': 27, '2025-04': 76, '2025-05': 24, '2025-06': 145, '2025-07': 95, '2025-08': 133, '2025-09': 105, '2025-10': 108, '2025-11': 9}","{'2024-08': 6, '2024-09': 3, '2024-10': 59, '2024-11': 40, '2024-12': 259, '2025-01': 193, '2025-02': 99, '2025-03': 204, '2025-04': 250, '2025-05': 109, '2025-06': 211, '2025-07': 275, '2025-08': 205, '2025-09': 182, '2025-10': 120, '2025-11': 12}","{'2024-10': 1, '2024-11': 1, '2024-12': 17, '2025-01': 13, '2025-02': 16, '2025-03': 14, '2025-04': 162, '2025-05': 136, '2025-06': 61, '2025-07': 80, '2025-08': 96, '2025-09': 80, '2025-10': 78, '2025-11': 40}","{'2024-08': 6, '2024-09': 3, '2024-10': 60, '2024-11': 41, '2024-12': 276, '2025-01': 206, '2025-02': 138, '2025-03': 245, '2025-04': 488, '2025-05': 269, '2025-06': 417, '2025-07': 450, '2025-08': 434, '2025-09': 367, '2025-10': 306, '2025-11': 61}"
1012151131,Airbolt-AI/airbolt,https://github.com/Airbolt-AI/airbolt,19.0,0.0,TypeScript,2025-07-01T22:36:59Z,2025-07-03 02:16:28+00:00,2025-07,2025-W26,22,89,67.0,,"{'2025-07': 21, '2025-08': 1}","{'2025-07': 61, '2025-08': 2, '2025-09': 4}",{},"{'2025-07': 82, '2025-08': 3, '2025-09': 4}"
1002552148,amantus-ai/vibetunnel,https://github.com/amantus-ai/vibetunnel,1691.0,106.0,TypeScript,2025-06-15T17:56:11Z,2025-06-20 19:52:04+00:00,2025-06,2025-W24,19,322,302.0,1.0,"{'2025-06': 3, '2025-07': 12, '2025-08': 2, '2025-09': 1, '2025-11': 1}","{'2025-06': 73, '2025-07': 201, '2025-08': 23, '2025-09': 1, '2025-10': 3, '2025-11': 1}",{'2025-06': 1},"{'2025-06': 77, '2025-07': 213, '2025-08': 25, '2025-09': 2, '2025-10': 3, '2025-11': 2}"
715683924,OpenAgentsInc/openagents,https://github.com/OpenAgentsInc/openagents,261.0,30.0,TypeScript,2023-11-07T16:16:46Z,2025-06-05 03:53:26+00:00,2025-06,2025-W22,30,981,951.0,,"{'2025-06': 17, '2025-07': 13}","{'2024-01': 46, '2024-02': 49, '2024-03': 62, '2024-04': 102, '2024-05': 121, '2024-06': 20, '2024-10': 42, '2024-11': 1, '2024-12': 1, '2025-01': 99, '2025-02': 65, '2025-03': 44, '2025-04': 54, '2025-05': 7, '2025-06': 128, '2025-07': 74, '2025-09': 1, '2025-10': 15, '2025-11': 20}",{},"{'2024-01': 46, '2024-02': 49, '2024-03': 62, '2024-04': 102, '2024-05': 121, '2024-06': 20, '2024-10': 42, '2024-11': 1, '2024-12': 1, '2025-01': 99, '2025-02': 65, '2025-03': 44, '2025-04': 54, '2025-05': 7, '2025-06': 145, '2025-07': 87, '2025-09': 1, '2025-10': 15, '2025-11': 20}"
882888464,Nine-Minds/alga-psa,https://github.com/Nine-Minds/alga-psa,68.0,23.0,TypeScript,2024-11-04T01:38:27Z,2025-04-07 23:57:09+00:00,2025-04,2025-W14,71,1186,1115.0,,"{'2025-04': 1, '2025-05': 5, '2025-06': 41, '2025-07': 17, '2025-10': 5, '2025-11': 2}","{'2024-11': 61, '2024-12': 66, '2025-01': 91, '2025-02': 97, '2025-03': 60, '2025-04': 48, '2025-05': 103, '2025-06': 93, '2025-07': 81, '2025-08': 118, '2025-09': 91, '2025-10': 99, '2025-11': 107}",{},"{'2024-11': 61, '2024-12': 66, '2025-01': 91, '2025-02': 97, '2025-03': 60, '2025-04': 49, '2025-05': 108, '2025-06': 134, '2025-07': 98, '2025-08': 118, '2025-09': 91, '2025-10': 104, '2025-11': 109}"
601303277,quarylabs/sqruff,https://github.com/quarylabs/sqruff,979.0,36.0,Rust,2023-02-13T19:36:25Z,2025-05-16 22:22:54+00:00,2025-05,2025-W19,47,1709,1142.0,520.0,"{'2025-05': 4, '2025-06': 13, '2025-07': 14, '2025-08': 7, '2025-09': 9}","{'2024-01': 2, '2024-02': 24, '2024-03': 20, '2024-04': 45, '2024-05': 82, '2024-06': 60, '2024-07': 107, '2024-08': 57, '2024-09': 130, '2024-10': 46, '2024-11': 63, '2024-12': 96, '2025-01': 63, '2025-02': 69, '2025-03': 50, '2025-04': 45, '2025-05': 14, '2025-06': 51, '2025-07': 58, '2025-08': 16, '2025-09': 39, '2025-10': 3, '2025-11': 2}","{'2024-03': 1, '2024-06': 10, '2024-07': 31, '2024-08': 26, '2024-09': 26, '2024-10': 29, '2024-11': 20, '2024-12': 44, '2025-01': 35, '2025-02': 32, '2025-03': 47, '2025-04': 32, '2025-05': 26, '2025-06': 36, '2025-07': 25, '2025-08': 32, '2025-09': 38, '2025-10': 30}","{'2024-01': 2, '2024-02': 24, '2024-03': 21, '2024-04': 45, '2024-05': 82, '2024-06': 70, '2024-07': 138, '2024-08': 83, '2024-09': 156, '2024-10': 75, '2024-11': 83, '2024-12': 140, '2025-01': 98, '2025-02': 101, '2025-03': 97, '2025-04': 77, '2025-05': 44, '2025-06': 100, '2025-07': 97, '2025-08': 55, '2025-09': 86, '2025-10': 33, '2025-11': 2}"
1001152303,mkwatson/ai-fastify-template,https://github.com/mkwatson/ai-fastify-template,18.0,2.0,HTML,2025-06-12T22:59:40Z,2025-06-19 16:47:20+00:00,2025-06,2025-W24,11,49,38.0,,"{'2025-06': 9, '2025-07': 2}","{'2025-06': 30, '2025-07': 8}",{},"{'2025-06': 39, '2025-07': 10}"
842589907,FinAegis/core-banking-prototype-laravel,https://github.com/FinAegis/core-banking-prototype-laravel,116.0,16.0,PHP,2024-08-14T16:54:26Z,2025-06-18 12:55:34+00:00,2025-06,2025-W24,25,254,228.0,1.0,"{'2025-06': 9, '2025-07': 3, '2025-08': 9, '2025-09': 4}","{'2025-06': 97, '2025-07': 83, '2025-08': 40, '2025-09': 8}",{'2025-06': 1},"{'2025-06': 107, '2025-07': 86, '2025-08': 49, '2025-09': 12}"
386644013,freenet/freenet-core,https://github.com/freenet/freenet-core,2391.0,94.0,Rust,2021-07-16T13:19:06Z,2025-05-11 02:50:45+00:00,2025-05,2025-W18,38,943,433.0,472.0,"{'2025-05': 10, '2025-06': 1, '2025-07': 2, '2025-08': 1, '2025-09': 3, '2025-10': 18, '2025-11': 3}","{'2024-01': 13, '2024-02': 2, '2024-03': 2, '2024-04': 24, '2024-05': 17, '2024-06': 20, '2024-07': 3, '2024-08': 1, '2024-09': 4, '2024-10': 21, '2024-11': 2, '2024-12': 7, '2025-01': 27, '2025-02': 8, '2025-03': 15, '2025-04': 15, '2025-05': 7, '2025-06': 33, '2025-07': 31, '2025-08': 15, '2025-09': 48, '2025-10': 60, '2025-11': 58}","{'2024-01': 25, '2024-03': 30, '2024-04': 12, '2024-05': 11, '2024-06': 13, '2024-07': 29, '2024-08': 24, '2024-09': 30, '2024-10': 18, '2024-11': 18, '2024-12': 27, '2025-01': 16, '2025-02': 27, '2025-03': 33, '2025-04': 20, '2025-05': 11, '2025-06': 14, '2025-07': 9, '2025-08': 25, '2025-09': 25, '2025-10': 27, '2025-11': 28}","{'2024-01': 38, '2024-02': 2, '2024-03': 32, '2024-04': 36, '2024-05': 28, '2024-06': 33, '2024-07': 32, '2024-08': 25, '2024-09': 34, '2024-10': 39, '2024-11': 20, '2024-12': 34, '2025-01': 43, '2025-02': 35, '2025-03': 48, '2025-04': 35, '2025-05': 28, '2025-06': 48, '2025-07': 42, '2025-08': 41, '2025-09': 76, '2025-10': 105, '2025-11': 89}"
707764474,tphakala/birdnet-go,https://github.com/tphakala/birdnet-go,464.0,37.0,Go,2023-10-20T15:51:19Z,2025-06-30 15:10:13+00:00,2025-06,2025-W26,43,917,606.0,268.0,"{'2025-06': 2, '2025-07': 12, '2025-08': 9, '2025-10': 20}","{'2024-02': 1, '2024-03': 23, '2024-04': 12, '2024-05': 18, '2024-06': 28, '2024-07': 2, '2024-08': 8, '2024-09': 2, '2024-10': 3, '2024-11': 4, '2024-12': 3, '2025-01': 28, '2025-02': 37, '2025-03': 24, '2025-04': 55, '2025-05': 14, '2025-06': 47, '2025-07': 110, '2025-08': 91, '2025-09': 31, '2025-10': 61, '2025-11': 4}","{'2024-03': 6, '2024-04': 6, '2024-05': 3, '2024-06': 7, '2024-07': 3, '2024-08': 5, '2024-09': 7, '2024-10': 6, '2024-11': 2, '2024-12': 10, '2025-01': 13, '2025-02': 15, '2025-03': 20, '2025-04': 19, '2025-05': 13, '2025-06': 16, '2025-07': 15, '2025-08': 27, '2025-09': 26, '2025-10': 27, '2025-11': 22}","{'2024-02': 1, '2024-03': 29, '2024-04': 18, '2024-05': 21, '2024-06': 35, '2024-07': 5, '2024-08': 13, '2024-09': 9, '2024-10': 9, '2024-11': 6, '2024-12': 13, '2025-01': 41, '2025-02': 52, '2025-03': 44, '2025-04': 74, '2025-05': 27, '2025-06': 65, '2025-07': 137, '2025-08': 127, '2025-09': 57, '2025-10': 108, '2025-11': 26}"
586920414,jdx/mise,https://github.com/jdx/mise,17960.0,585.0,Rust,2023-01-09T14:44:21Z,2025-07-11 11:28:42+00:00,2025-07,2025-W27,43,3125,2802.0,280.0,"{'2025-07': 19, '2025-08': 2, '2025-09': 10, '2025-10': 9, '2025-11': 3}","{'2024-01': 103, '2024-02': 46, '2024-03': 42, '2024-04': 47, '2024-05': 120, '2024-06': 29, '2024-07': 23, '2024-08': 54, '2024-09': 93, '2024-10': 117, '2024-11': 291, '2024-12': 294, '2025-01': 155, '2025-02': 110, '2025-03': 81, '2025-04': 91, '2025-05': 128, '2025-06': 100, '2025-07': 200, '2025-08': 161, '2025-09': 198, '2025-10': 176, '2025-11': 143}","{'2024-01': 28, '2024-02': 34, '2024-03': 34, '2024-04': 28, '2024-05': 5, '2024-06': 8, '2024-07': 10, '2024-08': 7, '2024-09': 5, '2024-10': 7, '2024-11': 3, '2024-12': 6, '2025-01': 8, '2025-02': 6, '2025-03': 9, '2025-04': 9, '2025-05': 8, '2025-06': 6, '2025-07': 16, '2025-08': 8, '2025-09': 16, '2025-10': 13, '2025-11': 6}","{'2024-01': 131, '2024-02': 80, '2024-03': 76, '2024-04': 75, '2024-05': 125, '2024-06': 37, '2024-07': 33, '2024-08': 61, '2024-09': 98, '2024-10': 124, '2024-11': 294, '2024-12': 300, '2025-01': 163, '2025-02': 116, '2025-03': 90, '2025-04': 100, '2025-05': 136, '2025-06': 106, '2025-07': 235, '2025-08': 171, '2025-09': 224, '2025-10': 198, '2025-11': 152}"
614765452,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,177379.0,45908.0,Python,2023-03-16T09:21:07Z,2025-05-17 11:20:49+00:00,2025-05,2025-W19,114,3226,2552.0,560.0,"{'2025-05': 30, '2025-06': 9, '2025-07': 8, '2025-08': 16, '2025-09': 27, '2025-10': 20, '2025-11': 4}","{'2024-01': 90, '2024-02': 148, '2024-03': 83, '2024-04': 30, '2024-05': 38, '2024-06': 57, '2024-07': 184, '2024-08': 130, '2024-09': 180, '2024-10': 149, '2024-11': 145, '2024-12': 113, '2025-01': 100, '2025-02': 83, '2025-03': 101, '2025-04': 101, '2025-05': 86, '2025-06': 118, '2025-07': 139, '2025-08': 152, '2025-09': 103, '2025-10': 135, '2025-11': 87}","{'2024-02': 1, '2024-05': 1, '2024-06': 2, '2024-09': 1, '2024-10': 40, '2024-11': 47, '2024-12': 56, '2025-01': 48, '2025-02': 39, '2025-03': 31, '2025-04': 27, '2025-05': 26, '2025-06': 49, '2025-07': 44, '2025-08': 35, '2025-09': 47, '2025-10': 43, '2025-11': 23}","{'2024-01': 90, '2024-02': 149, '2024-03': 83, '2024-04': 30, '2024-05': 39, '2024-06': 59, '2024-07': 184, '2024-08': 130, '2024-09': 181, '2024-10': 189, '2024-11': 192, '2024-12': 169, '2025-01': 148, '2025-02': 122, '2025-03': 132, '2025-04': 128, '2025-05': 142, '2025-06': 176, '2025-07': 191, '2025-08': 203, '2025-09': 177, '2025-10': 198, '2025-11': 114}"
314197645,zenml-io/zenml,https://github.com/zenml-io/zenml,4768.0,529.0,Python,2020-11-19T09:25:46Z,2025-02-24 19:52:57+00:00,2025-02,2025-W08,28,1784,1618.0,138.0,"{'2025-02': 1, '2025-04': 3, '2025-05': 5, '2025-06': 2, '2025-09': 1, '2025-10': 3, '2025-11': 13}","{'2024-01': 126, '2024-02': 79, '2024-03': 79, '2024-04': 76, '2024-05': 85, '2024-06': 67, '2024-07': 80, '2024-08': 76, '2024-09': 70, '2024-10': 108, '2024-11': 60, '2024-12': 37, '2025-01': 53, '2025-02': 43, '2025-03': 84, '2025-04': 98, '2025-05': 69, '2025-06': 51, '2025-07': 49, '2025-08': 26, '2025-09': 64, '2025-10': 58, '2025-11': 80}","{'2024-01': 19, '2024-02': 6, '2024-10': 4, '2024-11': 3, '2024-12': 3, '2025-01': 5, '2025-02': 6, '2025-03': 5, '2025-04': 46, '2025-05': 4, '2025-06': 2, '2025-07': 8, '2025-08': 6, '2025-09': 5, '2025-10': 8, '2025-11': 8}","{'2024-01': 145, '2024-02': 85, '2024-03': 79, '2024-04': 76, '2024-05': 85, '2024-06': 67, '2024-07': 80, '2024-08': 76, '2024-09': 70, '2024-10': 112, '2024-11': 63, '2024-12': 40, '2025-01': 58, '2025-02': 50, '2025-03': 89, '2025-04': 147, '2025-05': 78, '2025-06': 55, '2025-07': 57, '2025-08': 32, '2025-09': 70, '2025-10': 69, '2025-11': 101}"
671269505,BerriAI/litellm,https://github.com/BerriAI/litellm,26663.0,3685.0,Python,2023-07-27T00:09:52Z,2024-12-01 23:19:35+00:00,2024-12,2024-W48,111,8685,8456.0,118.0,"{'2024-12': 1, '2025-04': 1, '2025-05': 4, '2025-06': 10, '2025-07': 15, '2025-08': 13, '2025-09': 32, '2025-10': 14, '2025-11': 21}","{'2024-01': 166, '2024-02': 220, '2024-03': 256, '2024-04': 299, '2024-05': 332, '2024-06': 292, '2024-07': 283, '2024-08': 274, '2024-09': 276, '2024-10': 247, '2024-11': 213, '2024-12': 295, '2025-01': 376, '2025-02': 390, '2025-03': 370, '2025-04': 389, '2025-05': 485, '2025-06': 474, '2025-07': 592, '2025-08': 404, '2025-09': 481, '2025-10': 643, '2025-11': 699}","{'2024-01': 1, '2024-02': 6, '2024-03': 5, '2024-04': 6, '2024-05': 3, '2024-06': 6, '2024-07': 8, '2024-08': 6, '2024-09': 8, '2024-10': 4, '2024-11': 11, '2024-12': 11, '2025-01': 1, '2025-03': 9, '2025-04': 9, '2025-05': 2, '2025-06': 3, '2025-07': 5, '2025-08': 3, '2025-09': 3, '2025-10': 5, '2025-11': 3}","{'2024-01': 167, '2024-02': 226, '2024-03': 261, '2024-04': 305, '2024-05': 335, '2024-06': 298, '2024-07': 291, '2024-08': 280, '2024-09': 284, '2024-10': 251, '2024-11': 224, '2024-12': 307, '2025-01': 377, '2025-02': 390, '2025-03': 379, '2025-04': 399, '2025-05': 491, '2025-06': 487, '2025-07': 612, '2025-08': 420, '2025-09': 516, '2025-10': 662, '2025-11': 723}"
526514610,dust-tt/dust,https://github.com/dust-tt/dust,1171.0,149.0,TypeScript,2022-08-19T07:57:29Z,2025-01-17 16:59:06+00:00,2025-01,2025-W02,14,14201,14146.0,41.0,"{'2025-01': 6, '2025-02': 1, '2025-05': 2, '2025-06': 1, '2025-10': 1, '2025-11': 3}","{'2024-01': 437, '2024-02': 489, '2024-03': 398, '2024-04': 370, '2024-05': 383, '2024-06': 453, '2024-07': 516, '2024-08': 342, '2024-09': 638, '2024-10': 564, '2024-11': 568, '2024-12': 588, '2025-01': 673, '2025-02': 640, '2025-03': 488, '2025-04': 697, '2025-05': 636, '2025-06': 860, '2025-07': 766, '2025-08': 794, '2025-09': 880, '2025-10': 1067, '2025-11': 899}","{'2024-01': 1, '2024-07': 1, '2025-01': 1, '2025-02': 15, '2025-03': 13, '2025-07': 2, '2025-09': 1, '2025-10': 5, '2025-11': 2}","{'2024-01': 438, '2024-02': 489, '2024-03': 398, '2024-04': 370, '2024-05': 383, '2024-06': 453, '2024-07': 517, '2024-08': 342, '2024-09': 638, '2024-10': 564, '2024-11': 568, '2024-12': 588, '2025-01': 680, '2025-02': 656, '2025-03': 501, '2025-04': 697, '2025-05': 638, '2025-06': 861, '2025-07': 768, '2025-08': 794, '2025-09': 881, '2025-10': 1073, '2025-11': 904}"
886434372,mc-bench/mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend,17.0,6.0,TypeScript,2024-11-11T00:49:53Z,2025-03-03 18:24:33+00:00,2025-03,2025-W09,12,150,138.0,,{'2025-03': 12},"{'2024-11': 28, '2024-12': 13, '2025-01': 15, '2025-02': 26, '2025-03': 46, '2025-04': 9, '2025-05': 1}",{},"{'2024-11': 28, '2024-12': 13, '2025-01': 15, '2025-02': 26, '2025-03': 58, '2025-04': 9, '2025-05': 1}"
653589102,567-labs/instructor,https://github.com/567-labs/instructor,11095.0,830.0,Python,2023-06-14T10:42:23Z,2024-11-17 22:34:02+00:00,2024-11,2024-W46,119,1031,749.0,163.0,"{'2024-11': 6, '2024-12': 3, '2025-03': 3, '2025-05': 8, '2025-06': 15, '2025-07': 43, '2025-08': 6, '2025-09': 6, '2025-10': 10, '2025-11': 19}","{'2024-01': 31, '2024-02': 63, '2024-03': 38, '2024-04': 44, '2024-05': 50, '2024-06': 36, '2024-07': 64, '2024-08': 45, '2024-09': 35, '2024-10': 53, '2024-11': 41, '2024-12': 20, '2025-01': 8, '2025-02': 7, '2025-03': 52, '2025-04': 23, '2025-05': 31, '2025-06': 15, '2025-07': 37, '2025-08': 12, '2025-09': 9, '2025-10': 17, '2025-11': 18}","{'2024-01': 1, '2024-03': 3, '2024-04': 3, '2024-05': 4, '2024-10': 8, '2024-11': 24, '2024-12': 19, '2025-01': 16, '2025-02': 11, '2025-03': 10, '2025-04': 8, '2025-05': 6, '2025-06': 14, '2025-07': 6, '2025-08': 5, '2025-09': 5, '2025-10': 7, '2025-11': 13}","{'2024-01': 32, '2024-02': 63, '2024-03': 41, '2024-04': 47, '2024-05': 54, '2024-06': 36, '2024-07': 64, '2024-08': 45, '2024-09': 35, '2024-10': 61, '2024-11': 71, '2024-12': 42, '2025-01': 24, '2025-02': 18, '2025-03': 65, '2025-04': 31, '2025-05': 45, '2025-06': 44, '2025-07': 86, '2025-08': 23, '2025-09': 20, '2025-10': 34, '2025-11': 50}"
25501620,numbagg/numbagg,https://github.com/numbagg/numbagg,226.0,17.0,Python,2014-10-21T04:10:26Z,2025-06-17 15:51:06+00:00,2025-06,2025-W24,14,189,54.0,121.0,"{'2025-06': 1, '2025-07': 11, '2025-10': 2}","{'2024-01': 7, '2024-02': 4, '2024-03': 3, '2024-04': 2, '2024-07': 5, '2024-09': 2, '2024-11': 1, '2024-12': 2, '2025-02': 13, '2025-06': 1, '2025-07': 2, '2025-08': 4, '2025-09': 8}","{'2024-01': 4, '2024-02': 4, '2024-03': 4, '2024-04': 5, '2024-05': 3, '2024-06': 5, '2024-07': 5, '2024-08': 1, '2024-09': 3, '2024-10': 3, '2024-11': 2, '2024-12': 2, '2025-01': 5, '2025-02': 4, '2025-03': 3, '2025-04': 4, '2025-05': 4, '2025-06': 4, '2025-07': 4, '2025-08': 5, '2025-09': 13, '2025-10': 17, '2025-11': 17}","{'2024-01': 11, '2024-02': 8, '2024-03': 7, '2024-04': 7, '2024-05': 3, '2024-06': 5, '2024-07': 10, '2024-08': 1, '2024-09': 5, '2024-10': 3, '2024-11': 3, '2024-12': 4, '2025-01': 5, '2025-02': 17, '2025-03': 3, '2025-04': 4, '2025-05': 4, '2025-06': 6, '2025-07': 17, '2025-08': 9, '2025-09': 21, '2025-10': 19, '2025-11': 17}"
